 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Jul-Set/2020
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"261420 SIRINHAEM";-;1;-;23;2;-;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;1;-;-;-;30
"261430 MOREILANDIA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"261440 SOLIDAO";-;-;-;4;3;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;9
"261450 SURUBIM";-;-;-;39;8;2;-;-;-;-;-;1;4;-;1;-;-;-;-;-;-;1;-;-;-;56
"261460 TABIRA";-;-;-;22;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;26
"261470 TACAIMBO";-;-;-;12;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"261480 TACARATU";-;-;-;7;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;11
"261485 TAMANDARE";-;-;-;13;-;-;-;-;-;-;-;-;-;1;-;-;-;-;2;-;-;2;-;-;-;18
"261500 TAQUARITINGA DO NORTE";-;-;-;15;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;17
"261510 TEREZINHA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"261520 TERRA NOVA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"261530 TIMBAUBA";-;-;-;42;3;-;-;-;-;-;-;-;1;-;-;-;-;-;2;-;-;3;-;-;-;51
"261540 TORITAMA";-;-;-;40;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;43
"261550 TRACUNHAEM";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"261560 TRINDADE";-;-;-;14;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;18
"261570 TRIUNFO";-;-;1;12;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;15
"261580 TUPANATINGA";-;-;-;8;-;1;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;12
"261590 TUPARETAMA";-;-;-;9;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"261600 VENTUROSA";-;-;-;16;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;19
"261610 VERDEJANTE";-;-;-;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"261618 VERTENTE DO LERIO";-;-;1;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"261620 VERTENTES";-;-;-;13;3;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;2;-;-;-;20
"261630 VICENCIA";-;-;-;16;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;2;-;-;-;20
"261640 VITORIA DE SANTO ANTAO";-;-;2;109;3;1;1;-;-;-;3;1;2;1;2;-;-;-;3;2;-;2;-;-;-;132
"261650 XEXEU";-;-;-;8;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;10
"270010 AGUA BRANCA";-;-;1;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"270020 ANADIA";-;-;-;8;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;11
"270030 ARAPIRACA";-;-;-;234;11;7;3;-;-;-;4;-;2;3;2;-;-;1;1;-;-;7;-;-;-;275
"270040 ATALAIA";-;-;-;14;4;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;21
"270050 BARRA DE SANTO ANTONIO";-;-;-;9;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;12
"270060 BARRA DE SAO MIGUEL";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"270070 BATALHA";-;-;-;7;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"270080 BELEM";-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"270090 BELO MONTE";-;-;-;5;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"270100 BOCA DA MATA";-;-;-;20;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;23
"270110 BRANQUINHA";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"270120 CACIMBINHAS";-;-;1;2;-;2;1;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;8
"270130 CAJUEIRO";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"270135 CAMPESTRE";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"270140 CAMPO ALEGRE";-;-;-;11;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"270150 CAMPO GRANDE";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;9
"270160 CANAPI";-;-;1;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"270170 CAPELA";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"270180 CARNEIROS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"270190 CHA PRETA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"270200 COITE DO NOIA";-;-;-;6;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
"270210 COLONIA LEOPOLDINA";-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"270220 COQUEIRO SECO";-;-;-;5;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"270230 CORURIPE";-;-;-;22;8;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;7;-;-;-;39
"270235 CRAIBAS";-;-;-;8;3;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"270240 DELMIRO GOUVEIA";1;-;-;26;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;31
"270250 DOIS RIACHOS";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"270255 ESTRELA DE ALAGOAS";-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"270260 FEIRA GRANDE";-;-;-;9;1;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2;-;-;-;14
"270270 FELIZ DESERTO";-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270280 FLEXEIRAS";-;-;-;4;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"270290 GIRAU DO PONCIANO";-;-;-;10;1;2;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;16
"270300 IBATEGUARA";-;-;-;8;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"270310 IGACI";-;-;-;8;-;2;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;2;-;-;-;14
"270320 IGREJA NOVA";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"270330 INHAPI";-;-;-;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;7
"270340 JACARE DOS HOMENS";-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270350 JACUIPE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270360 JAPARATINGA";-;-;-;4;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"270370 JARAMATAIA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"270375 JEQUIA DA PRAIA";-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"270380 JOAQUIM GOMES";-;-;-;11;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"270390 JUNDIA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270400 JUNQUEIRO";-;-;-;13;3;-;2;-;-;-;-;1;1;1;-;-;-;-;-;-;-;1;-;-;-;22
"270410 LAGOA DA CANOA";-;-;-;12;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"270420 LIMOEIRO DE ANADIA";-;-;-;20;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;23
"270430 MACEIO";-;-;-;443;80;18;2;-;-;-;4;4;2;10;2;-;-;2;3;-;-;13;1;1;-;585
"270440 MAJOR ISIDORO";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"270450 MARAGOGI";-;-;-;4;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;8
"270460 MARAVILHA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"270470 MARECHAL DEODORO";-;-;-;23;2;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;29
"270480 MARIBONDO";-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"270500 MATA GRANDE";-;-;-;8;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;11
"270510 MATRIZ DE CAMARAGIBE";-;-;-;19;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;24
"270520 MESSIAS";-;-;-;11;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"270530 MINADOR DO NEGRAO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"270540 MONTEIROPOLIS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1
"270550 MURICI";-;-;-;13;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"270560 NOVO LINO";-;-;-;7;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"270570 OLHO D'AGUA DAS FLORES";-;-;-;15;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;16
"270580 OLHO D'AGUA DO CASADO";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270590 OLHO D'AGUA GRANDE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"270600 OLIVENCA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"270610 OURO BRANCO";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"270620 PALESTINA";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"270630 PALMEIRA DOS INDIOS";-;-;-;55;2;2;1;-;-;-;-;1;-;1;1;-;-;-;1;-;-;1;-;-;-;65
"270640 PAO DE ACUCAR";-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"270642 PARICONHA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"270644 PARIPUEIRA";-;-;-;5;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
"270650 PASSO DE CAMARAGIBE";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"270660 PAULO JACINTO";-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270670 PENEDO";-;-;-;20;4;1;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;28
"270680 PIACABUCU";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
"270690 PILAR";-;-;-;15;2;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20
"270700 PINDOBA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270710 PIRANHAS";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270720 POCO DAS TRINCHEIRAS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"270730 PORTO CALVO";-;-;-;9;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;11
"270740 PORTO DE PEDRAS";-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"270750 PORTO REAL DO COLEGIO";-;-;-;5;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"270760 QUEBRANGULO";-;-;-;3;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"270770 RIO LARGO";-;-;-;61;4;2;1;-;-;-;-;-;1;1;1;-;-;-;-;-;-;-;-;-;-;71
"270780 ROTEIRO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"270790 SANTA LUZIA DO NORTE";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"270800 SANTANA DO IPANEMA";-;-;1;27;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;33
"270810 SANTANA DO MUNDAU";-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"270820 SAO BRAS";-;-;-;2;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"270830 SAO JOSE DA LAJE";-;-;-;8;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;10
"270840 SAO JOSE DA TAPERA";-;-;-;8;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;12
"270850 SAO LUIS DO QUITUNDE";-;-;-;9;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;12
"270860 SAO MIGUEL DOS CAMPOS";-;-;-;26;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;33
"270870 SAO MIGUEL DOS MILAGRES";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"270880 SAO SEBASTIAO";-;-;-;13;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"270890 SATUBA";-;-;-;10;1;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;13
"270895 SENADOR RUI PALMEIRA";-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"270900 TANQUE D'ARCA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"270910 TAQUARANA";-;-;-;7;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;9
"270915 TEOTONIO VILELA";-;-;-;33;5;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;39
"270920 TRAIPU";-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;11
"270930 UNIAO DOS PALMARES";-;-;-;34;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;37
"270940 VICOSA";-;-;-;14;3;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;19
"280010 AMPARO DE SAO FRANCISCO";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"280020 AQUIDABA";-;-;-;8;-;1;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;11
"280030 ARACAJU";-;1;5;338;24;10;2;-;-;-;10;6;2;22;12;-;-;-;4;-;-;14;-;-;-;450
"280040 ARAUA";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"280050 AREIA BRANCA";-;-;-;14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;15
"280060 BARRA DOS COQUEIROS";-;-;-;17;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;21
"280067 BOQUIM";-;-;-;9;2;1;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;15
"280070 BREJO GRANDE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"280100 CAMPO DO BRITO";-;-;-;13;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;15
"280120 CANINDE DE SAO FRANCISCO";-;-;-;10;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"280130 CAPELA";-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"280140 CARIRA";-;-;1;12;1;1;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;17
"280150 CARMOPOLIS";-;1;-;10;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"280160 CEDRO DE SAO JOAO";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"280170 CRISTINAPOLIS";-;-;1;7;1;1;-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;1;-;-;14
"280190 CUMBE";-;-;-;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"280200 DIVINA PASTORA";-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"280210 ESTANCIA";-;-;-;65;6;11;-;-;-;-;-;1;1;2;-;-;-;-;-;1;-;-;-;-;-;87
"280220 FEIRA NOVA";-;-;-;1;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;5
"280230 FREI PAULO";-;-;1;16;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;20
"280240 GARARU";-;-;-;5;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;7
"280250 GENERAL MAYNARD";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"280260 GRACHO CARDOSO";-;-;1;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"280270 ILHA DAS FLORES";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"280280 INDIAROBA";-;-;-;14;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"280290 ITABAIANA";-;-;-;83;5;1;2;-;-;-;-;1;-;1;2;1;-;-;1;-;-;-;-;-;-;97
"280300 ITABAIANINHA";-;-;1;8;-;1;-;-;-;-;-;1;-;2;-;-;-;-;-;-;-;1;-;-;-;14
"280310 ITABI";-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;2
"280320 ITAPORANGA D'AJUDA";-;-;-;16;-;1;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;22
"280330 JAPARATUBA";-;-;-;7;2;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;10
"280340 JAPOATA";-;-;-;10;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;11
"280350 LAGARTO";-;-;3;54;5;-;-;-;1;-;3;-;3;4;-;-;-;-;1;-;-;2;-;-;-;76
"280360 LARANJEIRAS";-;-;-;13;-;4;-;-;-;-;2;-;1;-;1;-;-;-;-;-;-;-;-;1;-;22
"280370 MACAMBIRA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"280380 MALHADA DOS BOIS";-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;3
"280390 MALHADOR";-;-;-;11;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"280400 MARUIM";-;-;-;12;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;15
"280410 MOITA BONITA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;10
"280420 MONTE ALEGRE DE SERGIPE";-;-;1;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"280430 MURIBECA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"280440 NEOPOLIS";-;-;-;9;1;2;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;15
"280445 NOSSA SENHORA APARECIDA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"280450 NOSSA SENHORA DA GLORIA";-;-;3;14;2;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;22
"280460 NOSSA SENHORA DAS DORES";-;-;-;20;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;22
"280470 NOSSA SENHORA DE LOURDES";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"280480 NOSSA SENHORA DO SOCORRO";-;-;4;136;7;6;-;-;-;-;3;-;-;5;4;-;-;-;-;-;-;1;-;-;-;166
"280490 PACATUBA";-;-;-;4;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;1;-;-;-;7
"280500 PEDRA MOLE";-;-;-;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"280510 PEDRINHAS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"280520 PINHAO";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;7
"280530 PIRAMBU";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"280540 POCO REDONDO";-;-;-;6;1;-;1;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;11
"280550 POCO VERDE";-;-;-;9;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"280560 PORTO DA FOLHA";-;-;-;11;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;13
"280570 PROPRIA";-;-;-;32;1;-;1;-;-;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;-;38
"280580 RIACHAO DO DANTAS";-;-;-;7;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;9
"280590 RIACHUELO";-;-;-;9;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;12
"280600 RIBEIROPOLIS";-;-;-;9;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;12
"280610 ROSARIO DO CATETE";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"280620 SALGADO";-;-;-;9;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;13
"280630 SANTA LUZIA DO ITANHY";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"280640 SANTANA DO SAO FRANCISCO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"280650 SANTA ROSA DE LIMA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"280660 SANTO AMARO DAS BROTAS";-;-;-;9;1;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;13
"280670 SAO CRISTOVAO";-;-;1;50;6;1;-;-;-;-;-;1;-;4;1;-;-;-;2;-;-;1;-;-;-;67
"280680 SAO DOMINGOS";-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"280690 SAO FRANCISCO";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"280700 SAO MIGUEL DO ALEIXO";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"280710 SIMAO DIAS";-;-;-;18;1;2;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;25
"280720 SIRIRI";-;-;-;8;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;10
"280730 TELHA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"280740 TOBIAS BARRETO";-;-;-;11;-;1;-;-;-;-;-;-;1;1;2;-;-;-;-;-;-;-;-;-;-;16
"280750 TOMAR DO GERU";-;-;-;3;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6
"280760 UMBAUBA";-;-;1;16;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;20
"290010 ABAIRA";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
