 Procedimentos hospitalares do SUS - por local de residência - Brasil
Óbitos por Município e Subgrupo proced.
Período:Out-Dez/2019
"Município";"0201 Coleta de material";"0209 Diagnóstico por endoscopia";"0301 Consultas / Atendimentos / Acompanhamentos";"0303 Tratamentos clínicos (outras especialidades)";"0304 Tratamento em oncologia";"0305 Tratamento em nefrologia";"0308 Tratamento de lesões, envenenamentos e outros, decorrentes de causas externas";"0310 Parto e nascimento";"0401 Pequenas cirurgias e cirurgias de pele, tecido subcutâneo e mucosa";"0402 Cirurgia de glândulas endócrinas";"0403 Cirurgia do sistema nervoso central e periférico";"0404 Cirurgia das vias aéreas superiores, da face, da cabeça e do pescoço";"0405 Cirurgia do aparelho da visão";"0406 Cirurgia do aparelho circulatório";"0407 Cirurgia do aparelho digestivo, orgãos anexos e parede abdominal";"0408 Cirurgia do sistema osteomuscular";"0409 Cirurgia do aparelho geniturinário";"0410 Cirurgia de mama";"0411 Cirurgia obstétrica";"0412 Cirurgia torácica";"0413 Cirurgia reparadora";"0414 Bucomaxilofacial";"0415 Outras cirurgias";"0416 Cirurgia em oncologia";"0505 Transplante de orgãos, tecidos e células";"0506 Acompanhamento e intercorrências no pré e pós-transplante";"Total"
"150240 CASTANHAL";-;-;1;75;7;7;-;-;-;-;-;-;-;1;1;1;1;-;-;-;-;-;2;-;-;-;96
"150250 CHAVES";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150260 COLARES";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150270 CONCEICAO DO ARAGUAIA";-;-;-;15;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;18
"150275 CONCORDIA DO PARA";-;-;-;3;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;8
"150276 CUMARU DO NORTE";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150277 CURIONOPOLIS";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;4
"150280 CURRALINHO";-;-;-;7;-;1;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"150285 CURUA";-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;4
"150290 CURUCA";-;-;-;22;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;25
"150293 DOM ELISEU";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"150295 ELDORADO DOS CARAJAS";-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150304 FLORESTA DO ARAGUAIA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150307 GARRAFAO DO NORTE";-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
"150309 GOIANESIA DO PARA";-;-;-;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;5
"150310 GURUPA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;8
"150320 IGARAPE-ACU";-;-;-;11;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;14
"150330 IGARAPE-MIRI";-;-;-;8;2;1;-;-;-;-;1;1;-;1;1;-;-;-;2;-;-;-;-;-;-;-;17
"150340 INHANGAPI";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;3
"150345 IPIXUNA DO PARA";-;-;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"150350 IRITUIA";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;5
"150360 ITAITUBA";-;-;1;45;4;2;1;-;-;-;2;-;-;-;3;-;-;-;-;1;-;-;3;-;-;-;62
"150370 ITUPIRANGA";-;-;-;13;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;16
"150375 JACAREACANGA";-;-;1;2;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"150380 JACUNDA";-;-;-;8;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"150390 JURUTI";-;-;-;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"150400 LIMOEIRO DO AJURU";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"150405 MAE DO RIO";-;-;-;9;2;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;14
"150410 MAGALHAES BARATA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"150420 MARABA";-;-;-;57;2;10;1;-;-;-;5;3;-;-;10;3;-;-;-;1;-;-;-;-;-;-;92
"150430 MARACANA";-;-;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"150440 MARAPANIM";-;-;-;4;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"150442 MARITUBA";-;-;1;16;6;2;-;-;-;-;-;2;-;2;-;1;-;-;-;2;-;-;2;-;-;-;34
"150445 MEDICILANDIA";-;-;-;10;1;-;-;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;2;-;-;-;17
"150450 MELGACO";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;-;-;7
"150460 MOCAJUBA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150470 MOJU";-;-;3;17;1;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;1;-;-;-;-;-;25
"150475 MOJUI DOS CAMPOS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;3
"150480 MONTE ALEGRE";-;-;3;15;4;1;-;-;-;-;2;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;27
"150490 MUANA";-;-;1;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"150495 NOVA ESPERANCA DO PIRIA";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150497 NOVA IPIXUNA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150500 NOVA TIMBOTEUA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"150503 NOVO PROGRESSO";-;-;-;8;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;11
"150506 NOVO REPARTIMENTO";-;-;-;4;1;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;7
"150510 OBIDOS";-;-;14;16;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;33
"150520 OEIRAS DO PARA";-;-;-;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"150530 ORIXIMINA";-;-;1;27;2;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;35
"150540 OUREM";-;-;-;8;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;10
"150543 OURILANDIA DO NORTE";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"150548 PACAJA";-;-;-;3;1;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;8
"150550 PARAGOMINAS";-;-;1;24;2;2;1;-;-;-;1;3;-;-;1;-;-;-;1;-;-;-;1;-;-;-;37
"150553 PARAUAPEBAS";-;-;1;48;6;4;-;-;-;-;-;-;-;1;5;1;-;-;-;2;-;-;4;-;-;-;72
"150555 PAU D'ARCO";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"150563 PICARRA";-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1
"150565 PLACAS";-;-;2;4;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"150570 PONTA DE PEDRAS";-;-;-;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"150580 PORTEL";-;-;-;3;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;5
"150590 PORTO DE MOZ";-;-;-;3;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;6
"150600 PRAINHA";-;-;1;6;1;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;11
"150610 PRIMAVERA";-;-;1;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;7
"150611 QUATIPURU";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"150613 REDENCAO";-;-;-;66;4;1;3;-;1;-;1;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;79
"150616 RIO MARIA";-;-;-;8;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;9
"150618 RONDON DO PARA";-;-;-;16;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;17
"150619 RUROPOLIS";-;-;-;4;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;8
"150620 SALINOPOLIS";-;-;-;7;2;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"150630 SALVATERRA";-;-;-;7;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"150635 SANTA BARBARA DO PARA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150640 SANTA CRUZ DO ARARI";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150650 SANTA IZABEL DO PARA";-;-;-;13;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;17
"150655 SANTA LUZIA DO PARA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"150658 SANTA MARIA DAS BARREIRAS";-;-;-;3;1;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"150660 SANTA MARIA DO PARA";-;-;-;7;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;10
"150670 SANTANA DO ARAGUAIA";-;-;-;4;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;3;-;-;-;8
"150680 SANTAREM";-;-;5;135;23;10;4;1;-;-;5;3;-;1;6;3;2;-;1;-;-;-;3;1;-;-;203
"150690 SANTAREM NOVO";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"150700 SANTO ANTONIO DO TAUA";-;-;-;2;3;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"150710 SAO CAETANO DE ODIVELAS";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150715 SAO DOMINGOS DO ARAGUAIA";-;-;-;6;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;8
"150720 SAO DOMINGOS DO CAPIM";-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;7
"150730 SAO FELIX DO XINGU";-;-;-;16;1;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;1;-;1;-;-;-;22
"150740 SAO FRANCISCO DO PARA";-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"150745 SAO GERALDO DO ARAGUAIA";-;-;-;3;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"150746 SAO JOAO DA PONTA";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;7
"150747 SAO JOAO DE PIRABAS";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;6
"150750 SAO JOAO DO ARAGUAIA";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"150760 SAO MIGUEL DO GUAMA";-;-;-;14;1;-;-;-;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;19
"150770 SAO SEBASTIAO DA BOA VISTA";-;-;-;1;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;4
"150775 SAPUCAIA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"150780 SENADOR JOSE PORFIRIO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;3
"150790 SOURE";-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"150795 TAILANDIA";-;-;-;20;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;23
"150796 TERRA ALTA";-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;4
"150800 TOME-ACU";-;-;1;3;3;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;12
"150803 TRACUATEUA";-;-;-;8;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;10
"150805 TRAIRAO";-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"150808 TUCUMA";-;-;-;15;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;17
"150810 TUCURUI";-;-;-;21;2;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;25
"150812 ULIANOPOLIS";-;-;-;6;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;9
"150815 URUARA";-;-;-;14;4;1;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;2;-;-;-;25
"150820 VIGIA";-;-;-;13;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;17
"150830 VISEU";-;-;-;13;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;16
"150835 VITORIA DO XINGU";-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;6
"150840 XINGUARA";-;-;2;17;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;22
"160010 AMAPA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"160020 CALCOENE";-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"160021 CUTIAS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"160023 FERREIRA GOMES";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"160025 ITAUBAL";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"160027 LARANJAL DO JARI";-;-;-;18;2;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;23
"160030 MACAPA";-;-;3;108;33;4;2;-;-;-;1;2;-;12;13;4;1;-;-;-;-;-;2;-;-;-;185
"160040 MAZAGAO";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"160050 OIAPOQUE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"160053 PORTO GRANDE";-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"160060 SANTANA";-;-;1;33;8;2;-;-;-;-;1;-;-;-;3;-;-;-;-;1;-;-;-;-;-;-;49
"160080 VITORIA DO JARI";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170035 ALIANCA DO TOCANTINS";-;-;-;4;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"170040 ALMAS";-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"170070 ALVORADA";-;-;-;4;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"170100 ANANAS";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"170105 ANGICO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170110 APARECIDA DO RIO NEGRO";-;-;-;2;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"170130 ARAGOMINAS";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"170190 ARAGUACEMA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170200 ARAGUACU";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;2
"170210 ARAGUAINA";-;-;-;57;22;1;-;-;-;-;-;1;-;2;1;2;-;-;-;1;-;-;7;2;-;-;96
"170215 ARAGUANA";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"170220 ARAGUATINS";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170230 ARAPOEMA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"170240 ARRAIAS";-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"170255 AUGUSTINOPOLIS";-;-;-;1;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;3
"170270 AURORA DO TOCANTINS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170290 AXIXA DO TOCANTINS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170300 BABACULANDIA";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"170307 BARRA DO OURO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170310 BARROLANDIA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170320 BERNARDO SAYAO";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"170330 BOM JESUS DO TOCANTINS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170360 BRASILANDIA DO TOCANTINS";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"170370 BREJINHO DE NAZARE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170380 BURITI DO TOCANTINS";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170382 CACHOEIRINHA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170384 CAMPOS LINDOS";-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"170386 CARIRI DO TOCANTINS";-;-;-;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"170388 CARMOLANDIA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170390 CASEARA";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170410 CENTENARIO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170460 CHAPADA DE AREIA";-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170510 CHAPADA DA NATIVIDADE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170550 COLINAS DO TOCANTINS";-;-;-;10;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;15
"170555 COMBINADO";-;-;-;3;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"170600 COUTO MAGALHAES";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170625 CRIXAS DO TOCANTINS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170650 DARCINOPOLIS";-;-;-;1;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;3
"170700 DIANOPOLIS";-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;5
"170710 DIVINOPOLIS DO TOCANTINS";-;-;-;1;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;4
"170720 DOIS IRMAOS DO TOCANTINS";-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170730 DUERE";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"170740 ESPERANTINA";-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"170755 FATIMA";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;5
"170765 FIGUEIROPOLIS";-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"170770 FILADELFIA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"170820 FORMOSO DO ARAGUAIA";-;-;-;9;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;11
"170825 FORTALEZA DO TABOCAO";-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"170830 GOIANORTE";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"170900 GOIATINS";-;-;-;4;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5
"170930 GUARAI";-;-;-;6;2;-;-;-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;1;-;-;-;13
"170950 GURUPI";-;-;-;47;7;1;-;-;-;-;1;1;-;2;3;-;-;-;-;1;-;-;5;-;-;-;68
"170980 IPUEIRAS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;2
"171050 ITACAJA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;4
"171070 ITAGUATINS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171090 ITAPIRATINS";-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"171150 JAU DO TOCANTINS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171180 JUARINA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171190 LAGOA DA CONFUSAO";-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"171195 LAGOA DO TOCANTINS";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171240 LIZARDA";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171245 LUZINOPOLIS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"171250 MARIANOPOLIS DO TOCANTINS";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2
"171320 MIRACEMA DO TOCANTINS";-;-;3;3;2;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"171330 MIRANORTE";-;-;-;6;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;1;-;-;-;10
"171360 MONTE DO CARMO";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171370 MONTE SANTO DO TOCANTINS";-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171380 PALMEIRAS DO TOCANTINS";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1
"171420 NATIVIDADE";-;-;-;1;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"171430 NAZARE";-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171488 NOVA OLINDA";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"171500 NOVA ROSALANDIA";-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"171510 NOVO ACORDO";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"171515 NOVO ALEGRE";-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171525 NOVO JARDIM";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"171550 OLIVEIRA DE FATIMA";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"171570 PALMEIRANTE";-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3
